Word,Frequency,Number of Syllables,Number of Characters,Number of Syllables and Diacritics,Complex
thăm_quan,21,2,8,9,1
cây_cọ,21,2,5,7,1
trên_hết,21,2,7,10,1
li_ti,21,2,4,4,1
tảo,21,1,3,4,1
linh_động,21,2,8,10,1
hờ,21,1,2,4,1
chừa,21,1,4,6,1
đơn_lẻ,21,2,5,7,1
ế,21,1,1,3,1
sẽ,21,1,3,3,1
tạo_mẫu,21,2,6,9,1
nhảy_dù,21,2,6,8,1
các_tông,21,2,7,9,1
shopping,21,1,8,8,1
ăn_vụng,21,2,6,8,1
bất_tiện,21,2,7,11,1
nhà_doanh_nghiệp,21,3,14,17,1
quay_cóp,21,2,7,8,1
tổng_tài,21,2,7,10,1
tờ_trình,21,2,7,10,1
bào_chế,21,2,6,9,1
vi_trùng,21,2,7,8,1
giết_hại,21,2,7,10,1
trầy_xước,21,2,8,13,1
sát_trùng,21,2,8,10,1
cánh_sen,21,2,7,8,1
nhãn_mác,21,2,7,9,1
lựu,21,1,3,5,1
nẻ,21,1,2,3,1
sấp,21,1,3,5,1
vòng_cung,21,2,8,9,1
nha_khoa,21,2,7,7,1
tê,21,1,2,3,1
da_liễu,21,2,6,8,1
nhiêu,21,1,5,6,1
chiêu_đãi,21,2,8,10,1
dau,21,1,3,3,1
phân_bố,21,2,6,9,1
thuật_toán,21,2,9,12,1
tận_tay,21,2,6,8,1
bản_chính,21,2,8,10,1
băng_video,21,2,9,10,1
máy_in_laser,21,3,10,11,1
teraflop,21,1,8,8,1
rộn_rã,21,2,5,8,1
sầm_uất,21,2,6,10,1
a_level,21,2,6,6,1
học_xá,21,2,5,7,1
nhà_ga,21,2,5,6,1
tu_viện,21,2,6,8,1
tràm,21,1,4,5,1
xuất_nhập_cảnh,21,3,12,17,1
hoá_thạch,21,2,8,10,1
xì_dầu,21,2,5,8,1
xung_trận,22,2,8,10,1
rình_rập,22,2,7,10,1
trung_lập,22,2,8,10,1
vô_tận,22,2,5,8,1
trói,22,1,4,5,1
sải,22,1,3,4,1
hào_hoa,22,2,6,7,1
đấu_giao_hữu,22,3,10,14,1
khiển_trách,22,2,10,13,1
thán_phục,22,2,8,10,1
cãi_vã,22,2,5,7,1
ăn_chay,22,2,6,7,1
ngang_ngửa,22,2,9,11,1
nảy_lửa,22,2,6,9,1
hừng_hực,22,2,7,11,1
hai_mươi,22,2,7,9,1
chỉnh_trang,22,2,10,11,1
bầm,22,1,3,5,1
uy_hiếp,22,2,6,8,1
sít_sao,22,2,6,7,1
dài_hơi,22,2,6,8,1
giả_tạo,22,2,6,8,1
biểu_lộ,22,2,6,10,1
bóng_rổ,22,2,6,9,1
quốc_nội,22,2,7,11,1
ngã_ngũ,22,2,6,8,1
samba,22,1,5,5,1
mẫu_mực,22,2,6,10,1
dính_líu,22,2,7,9,1
rụt_rè,22,2,5,7,1
sát_cánh,22,2,7,9,1
chống_chọi,22,2,9,12,1
ứng_cử,22,2,5,9,1
sinh_đẻ,22,2,6,7,1
đụng_chạm,22,2,8,10,1
phi_vụ,22,2,5,6,1
lương_bổng,22,2,9,13,1
tràng,22,1,5,6,1
chặn_đứng,22,2,8,12,1
bật_đèn_xanh,22,3,10,13,1
choáng_ngợp,22,2,10,13,1
trắc_trở,22,2,7,11,1
sai_lệch,22,2,7,9,1
bất_khả_thi,22,3,9,12,1
dai_dẳng,22,2,7,9,1
toàn_thể,22,2,7,10,1
tay_chơi,22,2,7,8,1
hiến,22,1,4,6,1
luật_chơi,22,2,8,11,1
ten,22,1,3,3,1
quỳ,22,1,3,4,1
thẳng_thừng,22,2,10,14,1
chị_gái,22,2,6,8,1
bỏ_dở,22,2,4,7,1
đồn_đại,22,2,6,9,1
hữu_hạn,22,2,6,9,1
tự_ái,22,2,4,7,1
lập_luận,22,2,7,11,1
vui_buồn,22,2,7,9,1
tổng_sản_phẩm,22,3,11,16,1
dung_hoà,22,2,7,8,1
sinh_mạng,22,2,8,9,1
chợ_trời,22,2,7,11,1
hạn_hán,22,2,6,8,1
sạn,22,1,3,4,1
trai_gái,22,2,7,8,1
thám_tử,22,2,6,9,1
lớn_mạnh,22,2,7,10,1
kỷ_vật,22,2,5,8,1
canh_tác,22,2,7,8,1
binh_lính,22,2,8,9,1
chữ_viết,22,2,7,11,1
phù_sa,22,2,5,6,1
dáng_dấp,22,2,7,10,1
thương_tích,22,2,10,13,1
tách_biệt,22,2,8,11,1
yêu_đời,22,2,6,9,1
ghe,22,1,3,3,1
sushi,22,1,5,5,1
sơ_tán,22,2,5,7,1
bóng_dáng,22,2,8,10,1
bao_quát,22,2,7,8,1
bất_mãn,22,2,6,9,1
một_triệu,22,2,8,12,1
thí_dụ,22,2,5,7,1
nghịch,22,1,6,7,1
quanh_quẩn,22,2,9,11,1
tạng,22,1,4,5,1
tai_hoạ,22,2,6,7,1
giường_bệnh,22,2,10,15,1
dong,22,1,4,4,1
tóm_cổ,22,2,5,8,1
nhà_sàn,22,2,6,8,1
nam_châm,22,2,7,8,1
thủ_trưởng,22,2,9,13,1
thống_lĩnh,22,2,9,12,1
gợi_tình,22,2,7,10,1
micro,22,1,5,5,1
tui,22,1,3,3,1
công_nhân_viên,22,3,12,15,1
đính_chính,22,2,9,11,1
hạch_toán,22,2,8,10,1
bị_đơn,22,2,5,7,1
thu_giữ,22,2,6,8,1
điều_luật,22,2,8,12,1
tái_thiết,22,2,8,11,1
pháp,22,1,4,5,1
lợi_tức,22,2,6,10,1
cất_giữ,22,2,6,10,1
offline,22,1,7,7,1
điếu,22,1,4,6,1
bóng_đèn,22,2,7,9,1
ước_muốn,22,2,7,12,1
chênh,22,1,5,6,1
thu_gom,22,2,6,6,1
êm,22,1,2,3,1
quốc_khánh,22,2,9,12,1
jeans,22,1,5,5,1
màu_phấn,22,2,7,10,1
cục_bộ,22,2,5,8,1
thần_dược,22,2,8,13,1
là,22,1,3,3,1
que,22,1,3,3,1
hoóc-môn,22,1,8,10,1
máy_giặt,22,2,7,10,1
lung_tung,22,2,8,8,1
chủ_quyền,22,2,8,11,1
tầm_mắt,22,2,6,10,1
giá_sàn,22,2,6,8,1
lưỡng,22,1,5,8,1
lan_truyền,22,2,9,11,1
siêu_tốc,22,2,7,10,1
bo,22,1,2,2,1
hoà_tan,22,2,6,7,1
xoong,22,1,5,5,1
hữu_cơ,22,2,5,8,1
-_son,22,2,4,4,1
nốt_ruồi,22,2,7,11,1
yến_mạch,22,2,7,10,1
chà_xát,22,2,6,8,1
nhắm_mắt,22,2,7,11,1
ngoai,22,1,5,5,1
nươc,22,1,4,6,1
kiêng,22,1,5,6,1
đầu_máy,22,2,6,9,1
chuyên_chở,22,2,9,12,1
xác_chết,22,2,7,10,1
ăn_trộm,22,2,6,9,1
giáo_án,22,2,6,8,1
nhac,22,1,4,4,1
pham,22,1,4,4,1
chuẩn_hoá,22,2,8,11,1
phân_cấp,22,2,7,10,1
thanh_thiếu_nhi,22,3,13,15,1
mỹ_kim,22,2,5,6,1
mã_hiệu,22,2,6,9,1
số_hoá,22,2,5,8,1
console,22,1,7,7,1
cá_sấu,22,2,5,8,1
chi_đoàn,22,2,7,8,1
cà-phê,22,1,6,8,1
chẳng_thể,23,2,8,12,1
thắng_bại,23,2,8,11,1
tài_ba,23,2,5,6,1
khởi_kiện,23,2,8,12,1
lừng_lẫy,23,2,7,11,1
sòng_phẳng,23,2,9,12,1
gây_dựng,23,2,7,10,1
ưu,23,1,2,3,1
tinh_khiết,23,2,9,11,1
lép_vế,23,2,5,8,1
ra_mặt,23,2,5,7,1
xuất_trận,23,2,8,12,1
giăng,23,1,5,6,1
rèn,23,1,3,4,1
bàng_hoàng,23,2,9,11,1
quyền_anh,23,2,8,10,1
lao_đao,23,2,6,6,1
vớ,23,1,2,4,1
nhuần_nhuyễn,23,2,11,15,1
ngại_ngần,23,2,8,11,1
sinh_lực,23,2,7,9,1
tối_ngày,23,2,7,10,1
thanh_thoát,23,2,10,11,1
đeo_bám,23,2,6,7,1
bất_thành,23,2,8,11,1
đảo_ngược,23,2,8,12,1
phẫn_nộ,23,2,6,10,1
níu,23,1,3,4,1
đương_nhiệm,23,2,10,14,1
sâu_rộng,23,2,7,10,1
phơi_áo,23,2,6,8,1
béo_bở,23,2,5,8,1
tái_hợp,23,2,6,9,1
hô,23,1,2,3,1
ra_lò,23,2,4,5,1
sinh_trưởng,23,2,10,13,1
xuống_nước,23,2,9,14,1
trục_xuất,23,2,8,11,1
gian_nan,23,2,7,7,1
đi_đôi,23,2,5,6,1
sơ_kết,23,2,5,8,1
đông_lạnh,23,2,8,10,1
danh_vọng,23,2,8,9,1
xen_lẫn,23,2,6,8,1
hồi_ký,23,2,5,8,1
vũ_kịch,23,2,6,8,1
hết_lòng,23,2,7,10,1
vũ_đạo,23,2,5,7,1
dấm,23,1,3,5,1
trang_lứa,23,2,8,10,1
ế_ẩm,23,2,3,7,1
khai_phá,23,2,7,8,1
phi_lý,23,2,5,6,1
trào,23,1,4,5,1
tổng_lãnh_sự_quán,23,4,14,20,1
gắt_gao,23,2,6,8,1
siêu_âm,23,2,6,8,1
mấy_ai,23,2,5,7,1
cướp_biển,23,2,8,13,1
trang_trọng,23,2,10,11,1
hò_hẹn,23,2,5,7,1
văn_chương,23,2,9,12,1
yến,23,1,3,5,1
dụ_dỗ,23,2,4,7,1
tròng,23,1,5,6,1
trọc,23,1,4,5,1
mặt_trái,23,2,7,10,1
tốt_lành,23,2,7,10,1
oải,23,1,3,4,1
kho_tàng,23,2,7,8,1
lông_vũ,23,2,6,8,1
đứng_tên,23,2,7,10,1
có_lý,23,2,4,6,1
tình_báo,23,2,7,9,1
lanh,23,1,4,4,1
mượt_mà,23,2,6,10,1
kỹ_thuật_viên,23,3,11,15,1
lá_cải,23,2,5,7,1
thổi_phồng,23,2,9,13,1
năm_tuổi,23,2,7,10,1
chống_phá,23,2,8,11,1
hợp_tác_xã,23,3,8,12,1
ngoại_trưởng,23,2,11,15,1
khuyến_nghị,23,2,10,13,1
mềm_dẻo,23,2,6,9,1
thuyền_buồm,23,2,10,14,1
mộc_mạc,23,2,6,9,1
con_trẻ,23,2,6,7,1
vạt,23,1,3,4,1
sofa,23,1,4,4,1
tô_điểm,23,2,6,9,1
lửng,23,1,4,6,1
trang_nhã,23,2,8,9,1
rốn,23,1,3,5,1
bế,23,1,2,4,1
chuyên_khoa,23,2,10,11,1
êm_dịu,23,2,5,7,1
phân_giải,23,2,8,10,1
xù,23,1,2,3,1
con_dấu,23,2,6,8,1
tháng_chạp,23,2,9,11,1
tiêm_chủng,23,2,9,11,1
oxy,23,1,3,3,1
di_dời,23,2,5,7,1
ẩm_ướt,23,2,5,10,1
danh_bạ,23,2,6,7,1
tinh_chất,23,2,8,10,1
khít,23,1,4,5,1
cần_tây,23,2,6,9,1
nứt_nẻ,23,2,5,8,1
đặc_trị,23,2,6,9,1
tổn,23,1,3,5,1
rằm,23,1,3,5,1
chinh,23,1,5,5,1
áo_phông,23,2,7,9,1
thầy_cô_giáo,23,3,10,14,1
gram,23,1,4,4,1
nhieu,23,1,5,5,1
đánh_máy,23,2,7,9,1
địa_chính,23,2,8,10,1
hạ_viện,23,2,6,9,1
dầu_cao,23,2,6,8,1
ba_lô,23,2,4,5,1
tab,23,1,3,3,1
thu_phát,23,2,7,8,1
nhắp,23,1,4,6,1
thể,23,1,4,5,1
registry,23,1,8,8,1
trước_bạ,23,2,7,11,1
ngòi,24,1,4,5,1
bay_bổng,24,2,7,9,1
đầu_tàu,24,2,6,9,1
chuộc,24,1,5,7,1
nhận_diện,24,2,8,12,1
cựu_binh,24,2,7,9,1
trổ_tài,24,2,6,9,1
then_chốt,24,2,8,10,1
dụ,24,1,2,3,1
đảm_trách,24,2,8,10,1
sắc_bén,24,2,6,9,1
cụ_thể_hoá,24,3,8,12,1
nhỉnh,24,1,5,6,1
thuỷ_thủ,24,2,7,9,1
thư_thái,24,2,7,9,1
biểu_quyết,24,2,9,13,1
đổi_đời,24,2,6,10,1
chèn,24,1,4,5,1
ra_chiều,24,2,7,9,1
thoả_hiệp,24,2,8,11,1
cảnh_ngộ,24,2,7,10,1
hàng_ngũ,24,2,7,9,1
hộp_đêm,24,2,6,9,1
gây_rối,24,2,6,9,1
vô_tội,24,2,5,8,1
điêu_luyện,24,2,9,12,1
mảnh_mai,24,2,7,8,1
tuỳ_thích,24,2,8,10,1
ngậm,24,1,4,6,1
đói_nghèo,24,2,8,10,1
cưỡng,24,1,5,8,1
tương_xứng,24,2,9,13,1
cocktail,24,1,8,8,1
tuyệt_hảo,24,2,8,11,1
lơ_là,24,2,4,6,1
cộng_sản,24,2,7,10,1
cuống,24,1,5,7,1
hẻo_lánh,24,2,7,9,1
hến,24,1,3,5,1
nghèo_khó,24,2,8,10,1
thất_lạc,24,2,7,10,1
tỏ_tình,24,2,6,8,1
rể,24,1,2,4,1
phụ_đề,24,2,5,8,1
tận_cùng,24,2,7,10,1
chiếu_bóng,24,2,9,12,1
nhút_nhát,24,2,8,10,1
ngại_ngùng,24,2,9,11,1
sử_thi,24,2,5,7,1
cũ_kỹ,24,2,4,6,1
chê_bai,24,2,6,7,1
săn_sóc,24,2,6,8,1
thất_thoát,24,2,9,12,1
cội_nguồn,24,2,8,12,1
nhịn,24,1,4,5,1
lý_luận,24,2,6,9,1
viện_bảo_tàng,24,3,11,15,1
mộng_du,24,2,6,8,1
biên_đạo,24,2,7,9,1
người_xưa,24,2,8,12,1
sáo,24,1,3,4,1
định_kiến,24,2,8,11,1
người_tình_nguyện,24,3,15,21,1
nghịch_ngợm,24,2,10,13,1
bừa_bãi,24,2,6,9,1
tội_ác,24,2,5,8,1
vô_hình,24,2,6,8,1
bào,24,1,3,4,1
suy_nhược,24,2,8,11,1
mỹ_thuật_công_nghiệp,24,4,17,23,1
nhạc_phẩm,24,2,8,11,1
bồng_bềnh,24,2,8,12,1
mệnh_lệnh,24,2,8,12,1
trung_tá,24,2,7,8,1
lý_thú,24,2,5,7,1
hà_thành,24,2,7,9,1
án_mạng,24,2,6,8,1
thương_thuyết,24,2,12,16,1
cung_cầu,24,2,7,9,1
kiểm_nghiệm,24,2,10,14,1
bộ_luật,24,2,6,10,1
tinh_bột,24,2,7,9,1
mận,24,1,3,5,1
song_hành,24,2,8,9,1
công_trường,24,2,10,14,1
mức_sống,24,2,7,11,1
hơi_nước,24,2,7,11,1
cây_trồng,24,2,8,11,1
gắt,24,1,3,5,1
hiên,24,1,4,5,1
người,24,1,6,8,1
hũ,24,1,2,3,1
nhà_tư_vấn,24,3,8,12,1
tự_trọng,24,2,7,10,1
bộ_não,24,2,5,8,1
phô,24,1,3,4,1
đóng_gói,24,2,7,9,1
tịch_thu,24,2,7,8,1
khí_đốt,24,2,6,9,1
bánh_tráng,24,2,9,11,1
viêm_nhiễm,24,2,9,12,1
mẩn,24,1,3,5,1
giải_độc,24,2,7,10,1
khoáng_chất,24,2,10,13,1
tuỳ_ý,24,2,4,6,1
điều_độ,24,2,6,10,1
mập,24,1,3,5,1
công_nguyên,24,2,10,12,1
ích,24,1,3,4,1
tuyến_tiền_liệt,24,3,13,19,1
su,24,1,2,2,1
giáo_dục_phổ_thông,24,4,15,20,1
tỉnh_đoàn,24,2,8,10,1
đồ_án,24,2,4,7,1
ngữ_pháp,24,2,7,10,1
nhà_bán_lẻ,24,3,8,11,1
user,24,1,4,4,1
bán_hoa,24,2,6,7,1
đà_điểu,24,2,6,9,1
kỳ_tích,25,2,6,8,1
cọ_xát,25,2,5,7,1
trong_sạch,25,2,9,10,1
lớn_tiếng,25,2,8,12,1
độc_chiếm,25,2,8,12,1
tiền_đề,25,2,6,10,1
đại_bàng,25,2,7,9,1
trầm_trồ,25,2,7,11,1
giải_nghệ,25,2,8,11,1
đắc_lực,25,2,6,10,1
thất_thế,25,2,7,11,1
xa_hoa,25,2,5,5,1
nguyên_vẹn,25,2,9,11,1
làm_bàn,25,2,6,8,1
nản_lòng,25,2,7,9,1
chí_ít,25,2,5,7,1
đo_lường,25,2,7,10,1
hoá_giải,25,2,7,9,1
ảo_thuật,25,2,7,10,1
hư_cấu,25,2,5,8,1
tang,25,1,4,4,1
tràn_trề,25,2,7,10,1
mến,25,1,3,5,1
trọng_trách,25,2,10,12,1
ẩu_đả,25,2,4,7,1
đoàn_tụ,25,2,6,8,1
lập_pháp,25,2,7,10,1
hãnh_diện,25,2,8,11,1
hạn_hẹp,25,2,6,8,1
trưng,25,1,5,6,1
đầu_lòng,25,2,7,10,1
đắc_cử,25,2,5,9,1
tâm_tư,25,2,5,7,1
chín_chắn,25,2,8,11,1
kìm,25,1,3,4,1
liều_lĩnh,25,2,8,11,1
đánh_đập,25,2,7,10,1
mời_chào,25,2,7,10,1
đẹp_đẽ,25,2,5,7,1
tái_diễn,25,2,7,10,1
mật_thiết,25,2,8,12,1
ròng,25,1,4,5,1
tết_dương_lịch,25,3,12,17,1
khêu_gợi,25,2,7,10,1
quả_thực,25,2,7,10,1
bụi_bặm,25,2,6,9,1
bao_vây,25,2,6,7,1
bao_cấp,25,2,6,8,1
ngấm,25,1,4,6,1
quân_nhân,25,2,8,10,1
dàn_nhạc,25,2,7,9,1
tro,25,1,3,3,1
cha_đẻ,25,2,5,6,1
rảnh_rỗi,25,2,7,10,1
casting,25,1,7,7,1
voan,25,1,4,4,1
đồng_nội,25,2,7,11,1
công_ăn_việc_làm,25,4,13,18,1
bè,25,1,2,3,1
chảnh,25,1,5,6,1
tha_thiết,25,2,8,10,1
ngốn,25,1,4,6,1
kỳ_quan,25,2,6,7,1
thợ_may,25,2,6,8,1
phản_chiếu,25,2,9,12,1
tĩnh_lặng,25,2,8,11,1
kha_khá,25,2,6,7,1
trưng_cầu,25,2,8,11,1
nhỏ_xíu,25,2,6,8,1
opera,25,1,5,5,1
kiêu_sa,25,2,6,7,1
xoá_sổ,25,2,5,8,1
xoá_đói_giảm_nghèo,25,4,15,19,1
tỷ_trọng,25,2,7,9,1
i,25,1,1,1,1
con_nhỏ,25,2,6,7,1
danh_hoạ,25,2,7,8,1
mê_hoặc,25,2,6,9,1
ngon_miệng,25,2,9,11,1
gia_chủ,25,2,6,7,1
phối,25,1,4,6,1
vest,25,1,4,4,1
dặn,25,1,3,5,1
thổ_cẩm,25,2,6,10,1
tự_ti,25,2,4,6,1
khổ_sở,25,2,5,9,1
vô_sinh,25,2,6,7,1
thỏi_son,25,2,7,8,1
nội_tiết,25,2,7,11,1
ghiền,25,1,5,7,1
calo,25,1,4,4,1
đường_dây_nóng,25,3,12,17,1
phác_đồ,25,2,6,9,1
type,25,1,4,4,1
đậu_xanh,25,2,7,9,1
co_giãn,25,2,6,7,1
ngư,25,1,3,4,1
bằm,25,1,3,5,1
mẫn_cảm,25,2,6,9,1
phu,25,1,3,3,1
bí_đao,25,2,5,6,1
đường_dẫn,25,2,8,13,1
khac,25,1,4,4,1
thong,25,1,5,5,1
trung_học_chuyên_nghiệp,25,4,20,24,1
bảo_hiểm_y_tế,25,4,10,15,1
qui_chế,25,2,6,8,1
multimedia,25,1,10,10,1
máy,25,1,4,4,1
account,25,1,7,7,1
forum,25,1,5,5,1
xe_lửa,25,2,5,7,1
hành_hương,25,2,9,12,1
mãn_nguyện,26,2,9,12,1
giống_hệt,26,2,8,12,1
dấy,26,1,3,5,1
gán,26,1,3,4,1
gáo,26,1,3,4,1
khen_thưởng,26,2,10,13,1
kịch_liệt,26,2,8,11,1
lấn_sân,26,2,6,9,1
khí_thế,26,2,6,9,1
gladbach,26,1,8,8,1
thù,26,1,3,4,1
phanh,26,1,5,5,1
lớn_lao,26,2,6,8,1
cất_cánh,26,2,7,10,1
chớp_nhoáng,26,2,10,13,1
thực_lực,26,2,7,11,1
thư_hùng,26,2,7,9,1
xuống_dốc,26,2,8,12,1
kèo,26,1,3,4,1
hoàng_kim,26,2,8,9,1
thuyền_trưởng,26,2,12,17,1
rễ,26,1,2,4,1
lạng,26,1,4,5,1
hụt,26,1,3,4,1
thăng_bằng,26,2,9,12,1
kiêu_hãnh,26,2,8,10,1
ào_ạt,26,2,4,6,1
lan_toả,26,2,6,7,1
nhóc,26,1,4,5,1
thiên_niên_kỷ,26,3,11,14,1
công_lý,26,2,6,8,1
bội_thu,26,2,6,8,1
kế_nhiệm,26,2,7,11,1
kính_trọng,26,2,9,11,1
chứng_cứ,26,2,7,11,1
dời,26,1,3,5,1
quả_quyết,26,2,8,11,1
hành_xử,26,2,6,9,1
bất_tận,26,2,6,10,1
êm_ái,26,2,4,6,1
một_mặt,26,2,6,10,1
hốt,26,1,3,5,1
ân_hận,26,2,5,8,1
đồng_thuận,26,2,9,13,1
nội_các,26,2,6,9,1
đa_tình,26,2,6,7,1
trầm_lặng,26,2,8,12,1
êm_đềm,26,2,5,8,1
miễn_giảm,26,2,8,11,1
tiết_tấu,26,2,7,11,1
bằng_vai,26,2,7,9,1
hình_mẫu,26,2,7,10,1
thưởng_ngoạn,26,2,11,15,1
is,26,1,2,2,1
tiệc_tùng,26,2,8,11,1
diễn_đạt,26,2,7,10,1
quần_chúng,26,2,9,12,1
lăng-xê,26,1,7,9,1
làm_thuê,26,2,7,9,1
đánh_bắt,26,2,7,10,1
hàn_lâm,26,2,6,8,1
nhân_sâm,26,2,7,9,1
nhà_băng,26,2,7,9,1
tắc_nghẽn,26,2,8,11,1
phản_cảm,26,2,7,9,1
nhân_bản,26,2,7,9,1
phân_tán,26,2,7,9,1
tuyên_dương,26,2,10,13,1
quýt,26,1,4,5,1
chủ_nghĩa,26,2,8,10,1
thơ_ấu,26,2,5,8,1
hối_thúc,26,2,7,10,1
biết_điều,26,2,8,12,1
hiệp_ước,26,2,7,12,1
rong_ruổi,26,2,8,10,1
bảo_trì,26,2,6,8,1
ép_buộc,26,2,6,9,1
vật_nuôi,26,2,7,10,1
giám_định,26,2,8,10,1
gallery,26,1,7,7,1
phần_đông,26,2,8,11,1
cửa_hiệu,26,2,7,11,1
bồng,26,1,4,6,1
thắt_lưng,26,2,8,11,1
đột_xuất,26,2,7,11,1
cây_bút,26,2,6,8,1
từ_ngữ,26,2,5,9,1
nhà_sách,26,2,7,9,1
phúc_lợi,26,2,7,10,1
bệnh_phẩm,26,2,8,12,1
đau_nhức,26,2,7,9,1
máy_điều_hoà,26,3,10,14,1
hấp_thu,26,2,6,8,1
tác_vụ,26,2,5,7,1
sần,26,1,3,5,1
dưa,26,1,3,4,1
mùi_vị,26,2,5,7,1
lotion,26,1,6,6,1
trỏ,26,1,3,4,1
băng_nhóm,26,2,8,10,1
tư_vấn_viên,26,3,9,13,1
điều_dưỡng,26,2,9,14,1
đăng_kí,26,2,6,8,1
tỷ_giá_hối_đoái,26,4,12,17,1
địa_phận,26,2,7,10,1
bán_dẫn,26,2,6,9,1
wifi,26,1,4,4,1
tị_nạn,26,2,5,7,1
kết_bạn,26,2,6,9,1
nghĩa_trang,26,2,10,11,1
tay_lái,26,2,6,7,1
du_xuân,26,2,6,7,1
bét,27,1,3,4,1
nhà_cái,27,2,6,8,1
thanh_thản,27,2,9,10,1
triệu_phú,27,2,8,11,1
nổi_giận,27,2,7,11,1
kỳ_quặc,27,2,6,9,1
phân_vân,27,2,7,9,1
gang_tấc,27,2,7,9,1
sơ_hở,27,2,4,7,1
kèn,27,1,3,4,1
bắp_chân,27,2,7,10,1
đảo_quốc,27,2,7,10,1
đàng_hoàng,27,2,9,11,1
thực_dụng,27,2,8,11,1
chăm,27,1,4,5,1
thân_chủ,27,2,7,9,1
gậy,27,1,3,5,1
đắng,27,1,4,6,1
chiều_tối,27,2,8,12,1
bóng_chuyền,27,2,10,13,1
tậu,27,1,3,5,1
nhát,27,1,4,5,1
đỏ_đen,27,2,5,6,1
thở_phào,27,2,7,10,1
nhẹ_nhõm,27,2,7,9,1
bực_mình,27,2,7,10,1
kiện_tụng,27,2,8,11,1
tiềm_tàng,27,2,8,11,1
cau,27,1,3,3,1
an_tâm,27,2,5,6,1
kẽ,27,1,2,3,1
hé,27,1,2,3,1
đầy_ắp,27,2,5,9,1
phấn_khích,27,2,9,12,1
giờ_phút,27,2,7,10,1
quý_tộc,27,2,6,9,1
luật_lệ,27,2,6,10,1
pháo_hoa,27,2,7,8,1
địa_ngục,27,2,7,9,1
cổ_động,27,2,6,10,1
hoảng_sợ,27,2,7,10,1
quá_sức,27,2,6,9,1
thẳm,27,1,4,6,1
tua,27,1,3,3,1
khuấy_động,27,2,9,13,1
lẫn_lộn,27,2,6,10,1
cao_trào,27,2,7,8,1
đồn_thổi,27,2,7,11,1
buồn_cười,27,2,8,13,1
nỗi_niềm,27,2,7,11,1
chửi,27,1,4,6,1
điêu,27,1,4,5,1
sinh_nở,27,2,6,8,1
diễn_tả,27,2,6,9,1
liên_tưởng,27,2,9,13,1
báu,27,1,3,4,1
xót_xa,27,2,5,6,1
kiểm_duyệt,27,2,9,13,1
từ_thiên,27,2,7,10,1
loài_người,27,2,9,13,1
đánh_đổi,27,2,7,10,1
bikini,27,1,6,6,1
be,27,1,2,2,1
hôn_lễ,27,2,5,8,1
tay_chân,27,2,7,8,1
bãi_tắm,27,2,6,9,1
nước_da,27,2,6,9,1
thân_nhân,27,2,8,10,1
tú_tài,27,2,5,7,1
mang_tiếng,27,2,9,11,1
trinh_sát,27,2,8,9,1
vác,27,1,3,4,1
nhỏ_lẻ,27,2,5,7,1
quá_độ,27,2,5,8,1
dép,27,1,3,4,1
cá_basa,27,2,6,7,1
vĩ_mô,27,2,4,6,1
tuyên_bố_chung,27,3,12,15,1
may_mặc,27,2,6,8,1
đường_cong,27,2,9,12,1
bong_bóng,27,2,8,9,1
bài_trí,27,2,6,8,1
tơi,27,1,3,4,1
mạ,27,1,2,3,1
khiếm_thính,27,2,10,13,1
thiếu_sót,27,2,8,11,1
nguỵ_trang,27,2,9,10,1
kim_tuyến,27,2,8,10,1
hip_hop,27,2,6,6,1
hậu_môn,27,2,6,9,1
nước_lọc,27,2,7,11,1
tai_biến,27,2,7,9,1
thon_thả,27,2,7,8,1
nhiễm_sắc_thể,27,3,11,17,1
khoi,27,1,4,4,1
trại_hè,27,2,6,8,1
modem,27,1,5,5,1
này,27,1,4,4,1
định_tuyến,27,2,9,12,1
danh_thắng,27,2,9,11,1
non_trẻ,28,2,6,7,1
nhi_đồng,28,2,7,9,1
dũng_mãnh,28,2,8,10,1
ưu_tú,28,2,4,6,1
hầu_bao,28,2,6,8,1
đụng_độ,28,2,6,9,1
kinh_đô,28,2,6,7,1
kiểm_điểm,28,2,8,12,1
giằng_co,28,2,7,9,1
nôn_nóng,28,2,7,9,1
thúc_giục,28,2,8,10,1
đen_tối,28,2,6,8,1
dễ_dãi,28,2,5,8,1
triều_đại,28,2,8,11,1
chuyển_biến,28,2,10,14,1
khúc_mắc,28,2,7,10,1
siêu_hạng,28,2,8,10,1
tội_danh,28,2,7,9,1
sinh_đôi,28,2,7,8,1
tội_lỗi,28,2,6,10,1
nước_rút,28,2,7,11,1
vung,28,1,4,4,1
thải,28,1,4,5,1
nắng_nóng,28,2,8,11,1
hối_hả,28,2,5,8,1
tố_chất,28,2,6,10,1
nhà_tắm,28,2,6,9,1
đảo_lộn,28,2,6,9,1
cán_cân,28,2,6,8,1
bê_bối,28,2,5,8,1
tường_trình,28,2,10,14,1
nhiệt_huyết,28,2,10,14,1
dẻo_dai,28,2,6,7,1
vietnam,28,1,7,7,1
document.contactus.fcategory.value=,28,1,35,35,1
nợ_nần,28,2,5,9,1
tát,28,1,3,4,1
trẻ_hoá,28,2,6,8,1
lan_tràn,28,2,7,8,1
tỉnh_uỷ,28,2,6,8,1
nhanh_nhẹn,28,2,9,10,1
chẳng_qua,28,2,8,10,1
xổ_số,28,2,4,8,1
đưa_đón,28,2,6,8,1
tốt_bụng,28,2,7,10,1
